"division","gender","belt","weight","fight","day","date","time","winner_idx","comp01_n","ID_1","Name","comp01_club","comp01_dq","comp01_won"
"Master 1","Male","BLACK","Light","FIGHT 8","Thu","09/01","10:42 AM",1,"42",563,"Sebastian Perez","Paragon BJJ Academy",0,1
"Master 1","Male","BLACK","Light","FIGHT 14","Thu","09/01","11:42 AM",2,"4",564,"Chairo Olimpio Ivo Cavalcante Albuquerque","GF Team",0,0
"Master 1","Male","BLACK","Light","FIGHT 10","Thu","09/01","10:52 AM",2,"22",565,"Logan Patrick Welsh","Nova União",0,0
"Master 1","Male","BLACK","Light","FIGHT 4","Thu","09/01","10:10 AM",2,"25",566,"Gustavo Delmondes Bessa","Brazilian Top Team",0,0
"Master 1","Male","BLACK","Light","FIGHT 6","Thu","09/01","10:27 AM",1,"22",567,"Logan Patrick Welsh","Nova União",0,1
"Master 1","Male","BLACK","Light","FIGHT 12","Thu","09/01","11:07 AM",1,"10",568,"Christopher William Hargett ","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","BLACK","Light","FIGHT 13","Thu","09/01","11:16 AM",1,"4",569,"Chairo Olimpio Ivo Cavalcante Albuquerque","GF Team",0,1
"Master 1","Male","BLACK","Light","FIGHT 2","Thu","09/01","09:45 AM",1,"10",570,"Christopher William Hargett ","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","BLACK","Light","FIGHT 7","Thu","09/01","10:34 AM",2,"30",571,"Eric Lee Zambrano","RGV Fight Club",0,0
"Master 1","Male","BLACK","Light","FIGHT 9","Thu","09/01","10:45 AM",2,"34",572,"Senwei Evan Horng","Inverted Gear Academy",0,0
"Master 1","Male","BLACK","Light","FIGHT 11","Thu","09/01","11:00 AM",1,"4",573,"Chairo Olimpio Ivo Cavalcante Albuquerque","GF Team",0,1
"Master 1","Male","BLACK","Light","FIGHT 3","Thu","09/01","09:52 AM",2,"18",574,"Matheus Vieira de Oliveira","Fabin Rosa Brazilian Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Light","BYE","BYE","BYE","BYE",1,"4",575,"Chairo Olimpio Ivo Cavalcante Albuquerque","GF Team",0,1
"Master 1","Male","BLACK","Light","FIGHT 5","Thu","09/01","10:00 AM",2,"8",576,"Dainis NguyenHuu","Jiu-Jitsu For Life Team",1,0
"Master 1","Male","BLACK","Light","FIGHT 3","Thu","09/01","10:16 AM",1,"15",577,"Joshua Michael Murdock","Pedigo Submission Fighting",0,1
"Master 1","Male","BLACK","Light","FIGHT 8","Thu","09/01","10:20 AM",1,"43",578,"Renan Mota do Nascimento Pegado","Nova União",0,1
"Master 1","Male","BLACK","Light","FIGHT 14","Thu","09/01","11:33 AM",1,"15",579,"Joshua Michael Murdock","Pedigo Submission Fighting",0,1
"Master 1","Male","BLACK","Light","FIGHT 10","Thu","09/01","10:40 AM",2,"23",580,"Orlando Fernando Castillo Andaviza","Fight Sports Club",0,0
"Master 1","Male","BLACK","Light","FIGHT 1","Thu","09/01","09:36 AM",2,"28",581,"Robert Mckinley Blackledge","Gracie Humaita",0,0
"Master 1","Male","BLACK","Light","FIGHT 6","Thu","09/01","10:08 AM",1,"23",582,"Orlando Fernando Castillo Andaviza","Fight Sports Club",0,1
"Master 1","Male","BLACK","Light","FIGHT 11","Thu","09/01","10:50 AM",2,"11",583,"Spenser Anthonin Gilliam","Rilion Gracie",0,0
"Master 1","Male","BLACK","Light","FIGHT 13","Thu","09/01","11:17 AM",2,"31",584,"Casey Alan Milliken","Milliken Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Light","FIGHT 2","Thu","09/01","09:44 AM",1,"11",585,"Spenser Anthonin Gilliam","Rilion Gracie",0,1
"Master 1","Male","BLACK","Light","FIGHT 7","Thu","09/01","10:12 AM",1,"31",586,"Casey Alan Milliken","Milliken Jiu-Jitsu",0,1
"Master 1","Male","BLACK","Light","FIGHT 9","Thu","09/01","10:32 AM",2,"19",587,"Caleb Khan","Ralph Gracie Jiu-Jitsu Berkeley",0,0
"Master 1","Male","BLACK","Light","FIGHT 12","Thu","09/01","11:09 AM",2,"2",588,"Breno Henrique Abreu Bittencourt","Ares BJJ",1,0
"Master 1","Male","BLACK","Light","FIGHT 4","Thu","09/01","10:00 AM",1,"19",589,"Caleb Khan","Ralph Gracie Jiu-Jitsu Berkeley",0,1
"Master 1","Male","BLACK","Light","BYE","BYE","BYE","BYE",1,"2",590,"Breno Henrique Abreu Bittencourt","Ares BJJ",0,1
"Master 1","Male","BLACK","Light","FIGHT 1","Thu","09/01","09:36 AM",1,"5",591,"Lucas de Araujo Gomes","Alliance ",0,1
"Master 1","Male","BLACK","Light","FIGHT 4","Thu","09/01","10:01 AM",1,"13",592,"Ricardo Soranço de Andrade Cruz","Brazilian Top Team",0,1
"Master 1","Male","BLACK","Light","FIGHT 6","Thu","09/01","10:14 AM",2,"41",593,"Victor Junqueira Carvalho","Jiu-Jitsu For The People - Sheridan BJJ",0,0
"Master 1","Male","BLACK","Light","FIGHT 16","Thu","09/01","11:43 AM",2,"3",594,"Marcelo França Mafra","CheckMat",0,0
"Master 1","Male","BLACK","Light","FIGHT 7","Thu","09/01","10:27 AM",1,"20",595,"Ataíde Rafael de Oliveira Marcelino","GF Team",0,1
"Master 1","Male","BLACK","Light","FIGHT 2","Thu","09/01","09:45 AM",2,"26",596,"Chris Leddy","ECJJA",0,0
"Master 1","Male","BLACK","Light","FIGHT 5","Thu","09/01","10:07 AM",1,"20",597,"Ataíde Rafael de Oliveira Marcelino","GF Team",0,1
"Master 1","Male","BLACK","Light","FIGHT 14","Thu","09/01","11:12 AM",2,"49",598,"Julian Flowers","Cassio Werneck BJJ",0,0
"Master 1","Male","BLACK","Light","FIGHT 12","Thu","09/01","10:58 AM",1,"3",599,"Marcelo França Mafra","CheckMat",0,1
"Master 1","Male","BLACK","Light","FIGHT 3","Thu","09/01","09:53 AM",2,"9",600,"Kevin Javier Mahecha","Outer Heaven",0,0
"Master 1","Male","BLACK","Light","FIGHT 10","Thu","09/01","10:16 AM",2,"29",601,"Oscar Amaral Prata","GF Team International",1,0
"Master 1","Male","BLACK","Light","FIGHT 11","Thu","09/01","10:50 AM",2,"17",602,"Anthony Wong","Caique Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Light","FIGHT 8","Thu","09/01","10:36 AM",1,"3",603,"Marcelo França Mafra","CheckMat",0,1
"Master 1","Male","BLACK","Light","FIGHT 9","Thu","09/01","10:40 AM",1,"17",604,"Anthony Wong","Caique Jiu-Jitsu",0,1
"Master 1","Male","BLACK","Light","BYE","BYE","BYE","BYE",1,"3",605,"Marcelo França Mafra","CheckMat",0,1
"Master 1","Male","BLACK","Light","FIGHT 21","Thu","09/01","12:43 PM",2,"5",606,"Lucas de Araujo Gomes","Alliance ",0,0
"Master 1","Male","BLACK","Light","FIGHT 15","Thu","09/01","12:05 PM",2,"10",607,"Christopher William Hargett ","Six Blades Jiu-Jitsu",0,0
"Master 1","Male","BLACK","Light","FIGHT 19","Thu","09/01","12:10 PM",1,"5",608,"Lucas de Araujo Gomes","Alliance ",0,1
"Master 1","Male","BLUE","Middle","FIGHT 1","Sat","09/03","09:30 AM",2,"58",609,"Christian Miguel Quiroga","Rodrigo Pinheiro BJJ",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"10",610,"Kevin Ew Nelson","Upper Valley Brazilian Jiu Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 6","Sat","09/03","10:28 AM",2,"6",611,"Melvin Braxton Harris","GF Team",1,0
"Master 1","Male","BLUE","Middle","FIGHT 9","Sat","09/03","10:57 AM",2,"47",612,"Eric Randolf F Galamay","Atos Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Middle","FIGHT 1","Sat","09/03","09:30 AM",1,"47",613,"Eric Randolf F Galamay","Atos Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"6",614,"Melvin Braxton Harris","GF Team",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"47",615,"Eric Randolf F Galamay","Atos Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 4","Sat","09/03","10:30 AM",2,"42",616,"Ivan Matic","CheckMat Lake County",0,0
"Master 1","Male","BLUE","Middle","FIGHT 5","Sat","09/03","10:39 AM",2,"18",617,"Joel Stefan May","Gracie Humaita Phoenix",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"26",618,"Robert Vincent Zepeda","Rilion Gracie",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"18",619,"Joel Stefan May","Gracie Humaita Phoenix",0,1
"Master 1","Male","BLUE","Middle","FIGHT 2","Sat","09/03","09:52 AM",1,"42",620,"Ivan Matic","CheckMat Lake County",0,1
"Master 1","Male","BLUE","Middle","FIGHT 3","Sat","09/03","10:14 AM",2,"34",621,"Matthew Alvin Roy","Super System BJJ",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"42",622,"Ivan Matic","CheckMat Lake County",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"34",623,"Matthew Alvin Roy","Super System BJJ",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"4",624,"Ted Allen Gates","Pedigo Submission Fighting",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"14",625,"Danielson Garcia","Cascao Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 1","Sat","09/03","09:36 AM",1,"62",626,"Bryan Andrew Wilson","Team Jucão",0,1
"Master 1","Male","BLUE","Middle","FIGHT 8","Sat","09/03","10:43 AM",2,"22",627,"Steffen Robert Seward","Six Blades Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Middle","FIGHT 2","Sat","09/03","09:44 AM",2,"55",628,"Daniel Alejandro Vergara Esponiza","Cicero Costha Internacional",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"62",629,"Bryan Andrew Wilson","Team Jucão",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"55",630,"Daniel Alejandro Vergara Esponiza","Cicero Costha Internacional",0,1
"Master 1","Male","BLUE","Middle","FIGHT 5","Sat","09/03","10:11 AM",1,"30",631,"Paul Anthony Luna","Alliance ",0,1
"Master 1","Male","BLUE","Middle","FIGHT 6","Sat","09/03","10:19 AM",1,"22",632,"Steffen Robert Seward","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"30",633,"Paul Anthony Luna","Alliance ",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"22",634,"Steffen Robert Seward","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 3","Sat","09/03","09:50 AM",2,"46",635,"Franklyn Rodriguez","Savarese Brazilian Jiu-Jitsu Academy",0,0
"Master 1","Male","BLUE","Middle","FIGHT 4","Sat","09/03","09:57 AM",2,"38",636,"Jordan Fangonilo","GF Team International",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"46",637,"Franklyn Rodriguez","Savarese Brazilian Jiu-Jitsu Academy",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"38",638,"Jordan Fangonilo","GF Team International",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"1",639,"Anibal Eduardo Marcano Ortiz","Tactics",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"16",640,"Steven Michael Mccarthy","Alliance International ",0,1
"Master 1","Male","BLUE","Middle","FIGHT 2","Sat","09/03","09:53 AM",1,"63",641,"Brentton Lawrence Scott","Relson Gracie",0,1
"Master 1","Male","BLUE","Middle","FIGHT 8","Sat","09/03","10:27 AM",1,"24",642,"Ryan Thomas Wight","Haven Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 5","Sat","09/03","10:12 AM",0,"56",643,"Cristhian Oswaldo Acevedo Sanchez","Renato Tavares Association",1,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"63",644,"Brentton Lawrence Scott","Relson Gracie",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"56",645,"Cristhian Oswaldo Acevedo Sanchez","Renato Tavares Association",0,1
"Master 1","Male","BLUE","Middle","FIGHT 4","Sat","09/03","10:01 AM",1,"31",646,"Orlando Garcia","Gracie Humaita",0,1
"Master 1","Male","BLUE","Middle","FIGHT 6","Sat","09/03","10:12 AM",1,"24",647,"Ryan Thomas Wight","Haven Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"31",648,"Orlando Garcia","Gracie Humaita",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"24",649,"Ryan Thomas Wight","Haven Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 3","Sat","09/03","09:59 AM",2,"48",650,"Edwin Abigail M Ramirez","CheckMat International",1,0
"Master 1","Male","BLUE","Middle","FIGHT 1","Sat","09/03","09:37 AM",2,"41",651,"Jarrett Michael Reyes","R1NG BJJ",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"48",652,"Edwin Abigail M Ramirez","CheckMat International",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"41",653,"Jarrett Michael Reyes","R1NG BJJ",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"11",654,"Christopher Ryan Udink","Carlson Gracie Team",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"12",655,"Timothy M Regalado","CheckMat",0,1
"Master 1","Male","BLUE","Middle","FIGHT 2","Sat","09/03","09:37 AM",2,"60",656,"Charles M Mitchell","Gracie Barra BJJ",0,0
"Master 1","Male","BLUE","Middle","FIGHT 10","Sat","09/03","10:39 AM",2,"51",657,"Daniel Scott Robertson","Gracie Barra",0,0
"Master 1","Male","BLUE","Middle","FIGHT 3","Sat","09/03","09:44 AM",1,"51",658,"Daniel Scott Robertson","Gracie Barra",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"60",659,"Charles M Mitchell","Gracie Barra BJJ",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"51",660,"Daniel Scott Robertson","Gracie Barra",0,1
"Master 1","Male","BLUE","Middle","FIGHT 7","Sat","09/03","10:11 AM",2,"28",661,"Ricardo Andres Romero Drouet","Jiu-Jitsu For Life Team",0,0
"Master 1","Male","BLUE","Middle","FIGHT 8","Sat","09/03","10:18 AM",2,"36",662,"Julian Peter Minatel","RMNU Team",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"28",663,"Ricardo Andres Romero Drouet","Jiu-Jitsu For Life Team",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"20",664,"Tyler Kim Hummel","SF Empire Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 4","Sat","09/03","09:50 AM",2,"44",665,"Gabriel Fernandez","Phenom Brazilian Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Middle","FIGHT 5","Sat","09/03","09:57 AM",1,"36",666,"Julian Peter Minatel","RMNU Team",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"44",667,"Gabriel Fernandez","Phenom Brazilian Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"36",668,"Julian Peter Minatel","RMNU Team",0,1
"Master 1","Male","BLUE","Middle","FIGHT 10","Sat","09/03","10:49 AM",1,"57",669,"Christopher Joseph Cruz","American Jiu-Jitsu Syndicate",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"9",670,"Edgar E Guzman Enriquez","CheckMat",0,1
"Master 1","Male","BLUE","Middle","FIGHT 6","Sat","09/03","10:51 AM",1,"5",671,"Thomas Glen Hubbard","Atos Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 11","Sat","09/03","11:18 AM",2,"33",672,"Michael James Butkovich","Gracie Humaita St. Louis",0,0
"Master 1","Male","BLUE","Middle","FIGHT 3","Sat","09/03","09:57 AM",2,"49",673,"Edward Rudolph Sorton III","Six Blades Jiu-Jitsu",1,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"5",674,"Thomas Glen Hubbard","Atos Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"49",675,"Edward Rudolph Sorton III","Six Blades Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 8","Sat","09/03","11:04 AM",2,"25",676,"Ronnie Steve Chinchilla","Absolute Behring",0,0
"Master 1","Male","BLUE","Middle","FIGHT 4","Sat","09/03","10:03 AM",1,"33",677,"Michael James Butkovich","Gracie Humaita St. Louis",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"25",678,"Ronnie Steve Chinchilla","Absolute Behring",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"17",679,"Edgar Joel Ferreras","Casa of Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 2","Sat","09/03","09:51 AM",2,"40",680,"Jayson Tod Singer Jr","Alliance International ",1,0
"Master 1","Male","BLUE","Middle","FIGHT 1","Sat","09/03","09:35 AM",1,"33",681,"Michael James Butkovich","Gracie Humaita St. Louis",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"40",682,"Jayson Tod Singer Jr","Alliance International ",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"33",683,"Michael James Butkovich","Gracie Humaita St. Louis",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"3",684,"Kyle Gene Daffern","Gracie Humaita",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"13",685,"Santiago Ribes Hernandez","Caveirinha Jiu-Jitsu Family France",0,1
"Master 1","Male","BLUE","Middle","FIGHT 1","Sat","09/03","09:34 AM",2,"61",686,"Caleb Amos Druckenmiller","Cascao Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Middle","FIGHT 9","Sat","09/03","10:34 AM",1,"53",687,"Daniel James Lozier","1802 Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 2","Sat","09/03","09:44 AM",1,"53",688,"Daniel James Lozier","1802 Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"61",689,"Caleb Amos Druckenmiller","Cascao Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"53",690,"Daniel James Lozier","1802 Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 6","Sat","09/03","10:13 AM",1,"29",691,"Preston Thomas Newman","Gracie Barra",0,1
"Master 1","Male","BLUE","Middle","FIGHT 4","Sat","09/03","10:06 AM",2,"21",692,"Tucker Benjamin Upkes","Pedro Sauer Team",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"29",693,"Preston Thomas Newman","Gracie Barra",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"21",694,"Tucker Benjamin Upkes","Pedro Sauer Team",0,1
"Master 1","Male","BLUE","Middle","FIGHT 5","Sat","09/03","10:02 AM",2,"45",695,"Gabriel Alexander Ronquillo","Teixeira Garcia Brazilian Jiu Jitsu",1,0
"Master 1","Male","BLUE","Middle","FIGHT 3","Sat","09/03","09:52 AM",2,"37",696,"Joseph Stephen Highfill","Mano Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"45",697,"Gabriel Alexander Ronquillo","Teixeira Garcia Brazilian Jiu Jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"37",698,"Joseph Stephen Highfill","Mano Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"2",699,"Robert Benjamin Pelton","Renato Tavares Association",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"15",700,"Zachery Dean Strain","TAC Team BJJ",0,1
"Master 1","Male","BLUE","Middle","FIGHT 7","Sat","09/03","10:21 AM",1,"64",701,"Andrejs Zubanics","Gracie Barra BJJ",0,1
"Master 1","Male","BLUE","Middle","FIGHT 15","Sat","09/03","11:20 AM",2,"23",702,"Shawn James Derocher","Unity Jiu-jitsu",0,0
"Master 1","Male","BLUE","Middle","FIGHT 11","Sat","09/03","10:55 AM",2,"54",703,"Daniel Alexander Busch","SF Empire Jiu-Jitsu",1,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"64",704,"Andrejs Zubanics","Gracie Barra BJJ",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"54",705,"Daniel Alexander Busch","SF Empire Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 12","Sat","09/03","10:57 AM",2,"50",706,"Diego P Guerrero Valdiviezo","Gracie Humaita South Bay",0,0
"Master 1","Male","BLUE","Middle","FIGHT 13","Sat","09/03","11:04 AM",1,"23",707,"Shawn James Derocher","Unity Jiu-jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"32",708,"Miguel Carlo Aragoza Amurao","Claudio Franca",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"23",709,"Shawn James Derocher","Unity Jiu-jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 10","Sat","09/03","10:55 AM",1,"50",710,"Diego P Guerrero Valdiviezo","Gracie Humaita South Bay",0,1
"Master 1","Male","BLUE","Middle","FIGHT 9","Sat","09/03","10:37 AM",2,"39",711,"Jesse Mantuano","Logic",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"50",712,"Diego P Guerrero Valdiviezo","Gracie Humaita South Bay",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"39",713,"Jesse Mantuano","Logic",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"7",714,"Chad Gordon Stenson","Cleber Jiu Jitsu",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"8",715,"Marcus Anthony Watkins","GF Team",0,1
"Master 1","Male","BLUE","Middle","FIGHT 11","Sat","09/03","10:49 AM",2,"59",716,"Christian Michael Puttick","Brazilian Top Team",1,0
"Master 1","Male","BLUE","Middle","FIGHT 16","Sat","09/03","11:14 AM",1,"19",717,"Evohn Michael Lorring","Alliance ",0,1
"Master 1","Male","BLUE","Middle","FIGHT 13","Sat","09/03","10:57 AM",2,"52",718,"Daniel Nabil Ali Bassett","Renzo Gracie International",1,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"59",719,"Christian Michael Puttick","Brazilian Top Team",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"52",720,"Daniel Nabil Ali Bassett","Renzo Gracie International",0,1
"Master 1","Male","BLUE","Middle","FIGHT 12","Sat","09/03","10:54 AM",1,"27",721,"Robert Mark B Dietzler","Carlson Gracie Team",0,1
"Master 1","Male","BLUE","Middle","FIGHT 14","Sat","09/03","11:00 AM",1,"19",722,"Evohn Michael Lorring","Alliance ",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"27",723,"Robert Mark B Dietzler","Carlson Gracie Team",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"19",724,"Evohn Michael Lorring","Alliance ",0,1
"Master 1","Male","BLUE","Middle","FIGHT 8","Sat","09/03","10:33 AM",2,"43",725,"Giulio Maria Rodino di Miglione","Lotus Club USA",0,0
"Master 1","Male","BLUE","Middle","FIGHT 9","Sat","09/03","10:39 AM",2,"35",726,"Marlo Raul Garcia","Milestone Martial Arts",0,0
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"43",727,"Giulio Maria Rodino di Miglione","Lotus Club USA",0,1
"Master 1","Male","BLUE","Middle","BYE","BYE","BYE","BYE",1,"35",728,"Marlo Raul Garcia","Milestone Martial Arts",0,1
"Master 1","Male","BLUE","Middle","FIGHT 11","Sat","09/03","11:25 AM",1,"30",729,"Paul Anthony Luna","Alliance ",0,1
"Master 1","Male","BLUE","Middle","FIGHT 24","Sat","09/03","12:11 PM",1,"5",730,"Thomas Glen Hubbard","Atos Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 16","Sat","09/03","11:44 AM",2,"53",731,"Daniel James Lozier","1802 Jiu-Jitsu",0,0
"Master 1","Male","BLUE","Middle","FIGHT 17","Sat","09/03","11:50 AM",1,"24",732,"Ryan Thomas Wight","Haven Jiu-Jitsu",0,1
"Master 1","Male","BLUE","Middle","FIGHT 21","Sat","09/03","11:53 AM",2,"19",733,"Evohn Michael Lorring","Alliance ",0,0
"Master 1","Male","BLUE","Middle","FIGHT 13","Sat","09/03","11:00 AM",2,"11",734,"Christopher Ryan Udink","Carlson Gracie Team",0,0
"Master 1","Male","BLUE","Middle","FIGHT 19","Sat","09/03","11:40 AM",1,"19",735,"Evohn Michael Lorring","Alliance ",0,1
"Master 1","Male","PURPLE","Middle","FIGHT 7","Fri","09/02","09:54 AM",2,"16",736,"Thiago Vieira Rodrigues","Brasa CTA",1,0
