"division","gender","belt","weight","rank","Name","Team","Grand.Slam.Pts","Overall.PTS","Adult.World.Champ.","M1.World.Champ.","M2.World.Champ.","M3.World.Champ.","M4.World.Champ.","M5.World.Champ.","M6.World.Champ.","M7.World.Champ.","Grand.Slam.Open.Class.PTS","Overall.Open.Class.PTS","Overall.PTS..without.Open.Class."
"Master 1","Female","BROWN","Feather",8,"Jessie Jane Grace","Trident Jiu-Jitsu",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Feather",9,"Staccia Li Ann Greenwell","Six Blades Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Feather",10,"Sarah Marie Ankofski","Proving Grounds Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Feather",11,"Maria Fernanda Cardozo","Alliance International",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Feather",12,"Laura Veronica Pasquali","Unity Jiu-jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Feather",13,"Aino Elina Tuominen","Loop Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Feather",1,"Thaís Gomes Teixeira","Carlson Gracie Team",324,820,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Feather",2,"Tracey R Goodell","Free World Jiu-Jitsu",217,288,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Feather",3,"Melissa Templeman","Ralph Gracie Jiu-Jitsu Berkeley",108,108,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Feather",4,"Anna Elizabeth Salome","Roberto Traven BJJ",84,264,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Feather",5,"Melissa Dawn Campanella","TRUJITSU",10,224,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Feather",6,"Bárbara Gomes Pires","CheckMat",0,121,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Feather",7,"Pauline Bak Costa","Lapel Arts Jiu-Jitsu",0,9,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",1,"Larissa Antunes","Lotus Club USA",30,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",2,"Annalee Beth Toombs","American Jiu-Jitsu Syndicate",8,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",3,"Lizbeth Velasquez Benitez","Ohana Jiu-Jitsu Academy",0,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",4,"Jaclyn Kelly Young","Alliance International",0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",5,"Mary Charles Andrew","R1NG BJJ",0,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",6,"Valerie Welborn","RMNU Team",0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",7,"Samantha Megan Hattlestad","Gracie Barra",0,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",8,"Ava Lynee Groves","EDJ School of Jiu-Jitsu",0,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",9,"Marisa Celeste Mercier","Unified Jiu Jitsu",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",10,"Margaret Pleiades Natina","American Jiu-Jitsu Syndicate",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",11,"Naomi Olivia De La Torre","Marco Nascimento BJJ",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",12,"Mariam Makki","Kiko France BJJ",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",13,"Kirsten A Wender","TABJJ / Honeybadger BJJ",0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",14,"Ebony Ann Ivory","Tactics",0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",15,"Thais Furlan Fessel","Legacy",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",16,"Sungwha Choo","Unity Jiu-jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",17,"Miranda Elyse Marquez","Colhado Brazilian Jiu-Jitsu Academy",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",18,"Lindsey Marie Browning","Alliance",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",19,"Kelsey Elizabeth Lepp","Capital MMA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",20,"Kathryn Rose Stemper","Gracie Humaita",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",21,"Katelyn Maureen Hunter","Gracie Barra",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",22,"Jessica Gin Woo","Serao Mixed Martial Arts",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",23,"Gracielle de Carvalho Ferreira","Gregor Gracie Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",24,"Gabriella Dognini Correa","Alliance",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",25,"Christine TD Huynh","GF Team",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",26,"Brigette Bento","Brasa CTA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",27,"Ariel Michele Overstreet","CheckMat",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",28,"Anna M Pirsch","Alliance International",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",29,"Amber Ryan Tyler","Cascao Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Light",30,"Alyssa Nicole Campos","Gracie Barra BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",1,"Kelsey Lynn Harrell","Alliance",233,503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",2,"Amy Erin Bienert","Zenith BJJ",12,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",3,"Marit Tyssedal Gabrielsen","Frontline Academy",8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",4,"Martha Pemberton Heath","Artista Brazilian Jiu-Jitsu",0,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",5,"Gabrielle H Czernik","Movement Art",0,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",6,"Cindy Esquivias","Marco Nascimento BJJ",0,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",7,"Ashley D Aversa","Double Five",0,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",8,"Gabrielle Villafuerte","GF Team",0,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",9,"Brooke Megan Childress","MidSouth Elite BJJ",0,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",10,"Preeya Vaneeta Sillan","Carlson Gracie Team",0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",11,"Ambur Valleau Dupuis","AEG",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",12,"June Denise Sullivan Rivera","Renzo Gracie Academy",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",13,"Stuti Callista Fernandes","Impact Jiu Jitsu",0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",14,"Lindsey Lee Vandolah","Brasa CTA",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",15,"Victoria Delgado","Alliance",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",16,"Stacey MacNeil","Cicero Costha Internacional",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",17,"Mary E Sanders","Renzo Gracie Ottawa",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",18,"Jonalyn Labrica Marelic","CheckMat",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",19,"Eugina Buyacao Bedan","Brasa CTA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",20,"Carrie Ariane Zonta","MidSouth Elite BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",21,"Carla Jin Marquez","Gracie Barra",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Light",22,"Alexandra Pearl S Jaffe","Brazilian Top Team",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",1,"Kelley Ann Quijano","Caique Jiu-Jitsu",173,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",2,"Paulete Celebrado Cusi","North Park Brazilian Jiu-Jitsu",112,297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",3,"Gabriela Americo","Aspire To Inspire",12,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",4,"Alejandra Cervantez","Gracie Barra",12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",5,"Jessica Jean Sanchez","South Valley Jiu-Jitsu",0,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",6,"Diomara Michelle Negron Arriaga","Gracie Barra",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",7,"Erin Garza","Nova União",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",8,"Elizabeth Kay Stalter","Aspire To Inspire",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",9,"Ashley O neal","Six Blades Jiu-Jitsu",0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",10,"Melinda Hertig","GF Team",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",11,"Katelyn Brooke Honeycutt","TAC Team BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",12,"Jessica Lydia Feliciano","RMNU Team",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Light",13,"Jennifer Perez","Easton BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Light",1,"Luciane dos Santos Silva","CheckMat",87,366,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Light",2,"Lakyn Marie Bendle","Swampfox Jiu-Jitsu",44,59,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Light",3,"Alex Jennifer Barcelona","Ares BJJ",26,59,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Light",4,"Hannah Katharina Rauch","Gracie Humaita",25,206,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Light",5,"Vivian Workman","Gracie Barra",0,39,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Light",6,"Joelly Lobato de Faria","Nova União",0,10,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Light",7,"Erin Nicole Lutter","Travis Lutter Brazilian Jiu-Jitsu",0,0,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",1,"Danielle Liana Flicek","GF Team",255,534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",2,"Paeton Anne Olejniczak","Carlson Gracie Team",0,308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",3,"Lindsi Rochelle Griggs","Fifty/50 Jiu-Jitsu",0,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",4,"Annelise Nicole Bertleson","Yemaso Brazilian Jiu-Jitsu",0,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",5,"Stephanie Oguey Hunt","Unified Jiu Jitsu",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",6,"Yasmin C Anders","SBG International (SBGI)",0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",7,"Stephanie Brigette Connor","De La Riva International",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",8,"Jessica Claire Elizabeth Kleinbart","Stout PGH - Team Renzo Gracie",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",9,"Astrid Emiliana Cereceda Molina","Cohab Chile",0,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",10,"Amber Lee Richards","Pedro Sauer Team",0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",11,"Kandice M Kwan","Nova União",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",12,"Andrea QasGuargis","Team Oliveira",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",13,"Michelle Anahy Ely","Gracie Barra",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",14,"Veronica Devi Aguirre Lopez","Zenith BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",15,"Sydney Marie Johnson","Paragon BJJ Academy",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",16,"Stephanie Anne Bryant","Renzo Gracie LA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",17,"Ramya Vishnubhotla","Alliance",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",18,"Rachel Elizabeth Chaires","One Jiu-Jitsu USA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",19,"Leilani Nao Aiko Akiyama","BARBOSA JIU-JITSU USA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",20,"Lauren Ansley Holmes","GF Team",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",21,"Laureen Kris Espiritu Cruz","AEG",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",22,"Lama Jaber","Cleber Jiu Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",23,"Kaci Nicole Billington","Gracie Barra BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",24,"Josephine Sandy Noh","Gerson Sanginitto Delta BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",25,"Jordan Nicole Galehan","Roberto Traven BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",26,"Jessica Sesio","Savarese Brazilian Jiu-Jitsu Academy",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",27,"Jessica Moreno","Gracie Humaita",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",28,"Gabriela Caban","CheckMat",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",29,"Faith Elizabeth Pierce","Kronos BJJ HQ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",30,"Elysia Lynn Harris","R1NG BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",31,"Elizandra Janete Gourgel Wassuca","Gracie Barra BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",32,"Charlene Xuan Li Tan","Evolve MMA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",33,"Bryanna Rachele Hall","Gracie Humaita",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",34,"Ashlyn Faye Pluff","Six Blades Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",35,"Ashley Lynn Deubel","Soul Fighters BJJ",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",36,"Alli Janelle Patten","Gracie Barra",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Middle",37,"Alice C Fontanos","Team Maxwell",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",1,"Victoria Christina Dean","CXBJJ Academy",91,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",2,"Erica Zendell","Carlson Gracie Team",21,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",3,"Bárbara Marques Dourado","Gracie Barra",4,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",4,"Leila Alves de Morais","Romulo Melo Brazilian Jiu-Jitsu LLC.",4,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",5,"Danielle L Abbott","TRUJITSU",0,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",6,"Alyssandra Renee Gomez","Ohana Jiu-Jitsu Academy",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",7,"Rachel Ann Kindell Martinez","Carlson Gracie Team",0,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",8,"Alisha Randall","Travis Lutter Brazilian Jiu-Jitsu",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",9,"Nina Kim","Brazilian Top Team",0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",10,"Rachael Anne Lewis","HICS MMA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",11,"Marissa Elena Martinez","Gracie Barra",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",12,"Lauren Arisa Chidester","Unified Jiu Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",13,"Gloria Marie Grachanin","V7 Martial Arts",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",14,"Fernanda Pimental Araujo","Brazil 021 Boston",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","PURPLE","Middle",15,"Bethany Lynne Potter","Nova União",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Middle",1,"Michelle Marques de Oliveira","Brazil 021 School of Jiu-Jitsu",355,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Middle",2,"Devin Leah Topping","Roberto Traven BJJ",36,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Middle",3,"Danielle Christine Baron","Alliance",8,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Middle",4,"Maria Ysabel P Le Blanc","Carlson Gracie Team",0,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Middle",5,"Sarah Hart Cunningham","EDJ School of Jiu-Jitsu",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Middle",6,"Sara Mcmann","Alliance",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Middle",7,"Jessamine May Marie Ali","SAS Team USA",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BROWN","Middle",8,"Brittany Ashley Alvey","CheckMat",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Middle",1,"Margherita Montes","Cicero Costha Internacional",180,153,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Middle",2,"Jessica Cristina C A dos Santos","T3MA",108,108,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Middle",3,"Andrea Natalia Ferdinand","CheckMat",12,162,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Middle",4,"Victoria Maciel Antelante","Ares BJJ",6,6,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Middle",5,"Catherine Fuhro Perret","CheckMat",0,27,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Middle",6,"Victoria Desiree Serrano","Renzo Gracie Mont Belvieu",0,0,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Middle",7,"Katie Diane Ericson","Gracie Humaita",0,0,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Middle",8,"Fatima Eltassi","GF Team",0,0,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLACK","Middle",9,"Déborah Raffaelly Costa Santos","Gracie Barra",0,0,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",1,"Bianca Elizabeth Chasten","TAC Team BJJ",274,364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",2,"Anna Tamatahi S Y Y Chong","Atos Jiu-Jitsu",108,108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",3,"Annaliese Mai Heissler","Higashi Jiu Jitsu Canada",36,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",4,"Julie Lara Clem","MidSouth Elite BJJ",31,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",5,"Tetyana Clarke","Gracie Humaita",0,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",6,"Chelsey Elizabeth Moore","Atos Jiu-Jitsu",0,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",7,"Danielle Marie Olafson","Luiz Palhares Jiu-Jitsu Europe",0,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",8,"Lavonne Elizabeth Ellsworth","TAC Team BJJ",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",9,"Graciela Ann Tabor","GF Team",0,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",10,"Ashley Marie Bembry Kaintuck","Clockwork Jiu-Jitsu",0,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",11,"Kristina J Dorus","Six Blades Jiu-Jitsu",0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",12,"Teghan Hume","Carlson Gracie Team",0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",13,"April Rose Valadez","Carlson Gracie Team",0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",14,"Victoria Jordan Dardov","Pyramid Jiu-Jitsu",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Master 1","Female","BLUE","Medium Heavy",15,"Maria Yvonne Connors","Flux MMA",0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
