"division","gender","belt","weight","place","Name","winnerGym"
"Master 3","Female","BLUE","Rooster",2,"Tricia Lani Wong","Atos Jiu-Jitsu"
"Master 3","Female","BLUE","Light Feather",1,"Katherine Leigh Spurgers","Rilion Gracie"
"Master 3","Female","BLUE","Light Feather",2,"Casey Laws Lapin","CheckMat"
"Master 3","Female","BLUE","Light Feather",3,"Nidia Iveth Vasquez","Carlson Gracie Team"
"Master 3","Female","BLUE","Light Feather",3,"Amy Marie Naugle","Travis Lutter Brazilian Jiu-Jitsu"
"Master 3","Female","BLUE","Feather",1,"Shino Katsumi","Gregor Gracie Jiu-Jitsu"
"Master 3","Female","BLUE","Feather",2,"Andrea Lavina","Rilion Gracie"
"Master 3","Female","BLUE","Feather",3,"Kristin Maria Jasinski","Sumner Grpl Club"
"Master 3","Female","BLUE","Feather",3,"Nicolette Francisca D Wohlgemuth","CTAG, Centro De Treinamento Armando Gomes"
"Master 3","Female","BLUE","Light",1,"Juliana Rodrigues Veloso","Gracie Barra"
"Master 3","Female","BLUE","Light",2,"Alexi Mulyn Vaughn","GF Team"
"Master 3","Female","BLUE","Light",3,"Christinna Ann Becktold","CheckMat"
"Master 3","Female","BLUE","Light",3,"Morgan SheehanBubla","Team Link"
"Master 3","Female","BLUE","Middle",1,"Kathrin Burstein","ZR Team Austria"
"Master 3","Female","BLUE","Middle",2,"Yeliz Kadiev","GF Team"
"Master 3","Female","BLUE","Middle",3,"Katie Beth Stensgard","Pedro Sauer Team"
"Master 3","Female","BLUE","Middle",3,"Kimberly Ann Miceli","Eddie Fyvie Jiu-Jitsu Academy"
"Master 3","Female","BLUE","Medium Heavy",1,"Jordana Marques Lyra","Gracie Barra"
"Master 3","Female","BLUE","Medium Heavy",2,"Jessica Lyn Halverson","Zenith BJJ"
"Master 3","Female","BLUE","Medium Heavy",3,"Mendi Melville Carlson","Genesis Jiu-Jitsu"
"Master 3","Female","BLUE","Medium Heavy",3,"Julie Marie Ferguson","Schell Shock BJJ"
"Master 3","Female","BLUE","Heavy",1,"Darla Louise Burgener","Team LDMA"
"Master 3","Female","BLUE","Heavy",2,"Corinne Ashley Yarbrough","Gracie Barra"
"Master 3","Female","BLUE","Heavy",3,"Marisa Ann Kickbusch","SAS Team"
"Master 3","Female","BLUE","Heavy",3,"Tracy Jo Adams","Nova União"
"Master 3","Female","BLUE","Super Heavy",1,"Aline Carolina M B Rocha","Six Blades Jiu-Jitsu"
"Master 3","Female","BLUE","Super Heavy",2,"Nicole Renee Hazel","Cary Brazilian Jiu-Jitsu"
"Master 3","Female","BLUE","Super Heavy",3,"Michelle Wrenae Schramm","Pedigo Submission Fighting"
"Master 3","Female","BLUE","Super Heavy",3,"Melissa Rae Sanders","Pedigo Submission Fighting"
"Master 3","Female","BLUE","Open Class",1,"Aline Carolina M B Rocha","Six Blades Jiu-Jitsu"
"Master 3","Female","BLUE","Open Class",2,"Katie Beth Stensgard","Pedro Sauer Team"
"Master 3","Female","BLUE","Open Class",3,"Michelle Wrenae Schramm","Pedigo Submission Fighting"
"Master 3","Female","BLUE","Open Class",3,"Julie Marie Ferguson","Schell Shock BJJ"
"Master 3","Female","PURPLE","Light Feather",1,"Piia Tellervo Iivonen","Sydney Jiu-Jitsu Academy / ZR Team"
"Master 3","Female","PURPLE","Light Feather",2,"Lila Lourdes Metzger","SF Empire Jiu-Jitsu"
"Master 3","Female","PURPLE","Light Feather",3,"Carissa Arias","Rodrigo Pinheiro BJJ"
"Master 3","Female","PURPLE","Light Feather",3,"Celina Cortez B Sears","Impact Jiu Jitsu"
"Master 3","Female","PURPLE","Feather",1,"Elisa Waters","Roberto Traven BJJ"
"Master 3","Female","PURPLE","Feather",2,"Rica Urabe","Tri-Force Jiu-Jitsu Academy"
"Master 3","Female","PURPLE","Feather",3,"Ijilbish Nergui","Six Blades Jiu-Jitsu"
"Master 3","Female","PURPLE","Feather",3,"Kimberly L Mclean","American Top Team"
"Master 3","Female","PURPLE","Light",1,"Kathryn Renee Eriksson","Zoo Brazilian Jiu-Jitsu"
"Master 3","Female","PURPLE","Light",2,"Katherine J Hart","Hart Jiu-Jitsu"
"Master 3","Female","PURPLE","Light",3,"Dinelle Maria Pineda","Fifty/50 Jiu-Jitsu"
"Master 3","Female","PURPLE","Light",3,"Jennifer Serene Wong","Ares BJJ"
"Master 3","Female","PURPLE","Middle",1,"Ansley Elizabeth Cox","Balance"
"Master 3","Female","PURPLE","Middle",2,"Margaret Elizabeth Foltz","Nova União"
"Master 3","Female","PURPLE","Middle",3,"Suzanne E Grubb","Team Link"
"Master 3","Female","PURPLE","Middle",3,"Emma Jane McEvoy","Will/Machado"
"Master 3","Female","PURPLE","Medium Heavy",1,"Jessica Ng","Legacy"
"Master 3","Female","PURPLE","Medium Heavy",2,"Christina Marie Matthews","Zenith BJJ"
"Master 3","Female","PURPLE","Medium Heavy",3,"Romana Elizabeth Sidhu","GF Team"
"Master 3","Female","PURPLE","Medium Heavy",3,"Kristin Coline Peredo","Gracie Barra"
"Master 3","Female","PURPLE","Heavy",1,"Elizabeth Michelle Roberts","Gracie Barra"
"Master 3","Female","PURPLE","Heavy",2,"Lakeshia R Williams","Roberto Traven BJJ"
"Master 3","Female","PURPLE","Heavy",3,"Tammi Ngoc Chu","One Jiu-Jitsu USA"
"Master 3","Female","PURPLE","Heavy",3,"Jennifer Wolstenholme","Harris International Team"
"Master 3","Female","PURPLE","Super Heavy",1,"Alia Victoria GarciaValadez","Brazilian Top Team"
"Master 3","Female","PURPLE","Super Heavy",2,"Kileigh Rebecca Susice","Alliance"
"Master 3","Female","PURPLE","Super Heavy",3,"Tammy Lorraine T Emmsley","Nova União"
"Master 3","Female","PURPLE","Super Heavy",3,"Leticia Ohler","One Jiu-Jitsu USA"
"Master 3","Female","PURPLE","Open Class",1,"Rica Urabe","Tri-Force Jiu-Jitsu Academy"
"Master 3","Female","PURPLE","Open Class",2,"Emma Jane McEvoy","Will/Machado"
"Master 3","Female","PURPLE","Open Class",3,"Alia Victoria GarciaValadez","Brazilian Top Team"
"Master 3","Female","PURPLE","Open Class",3,"Romana Elizabeth Sidhu","GF Team"
"Master 3","Female","BROWN","Rooster",1,"Miriam Villar","Stoic Brazilian Jiu-Jitsu"
"Master 3","Female","BROWN","Rooster",2,"Rachna Eav Grunkemeier","Cascade Jiu-Jitsu"
"Master 3","Female","BROWN","Rooster",3,"Colleen D Hennigan","Fenix BJJ Woburn"
"Master 3","Female","BROWN","Feather",1,"Mio Marissa Strong","Unified Jiu Jitsu"
"Master 3","Female","BROWN","Feather",2,"Adelita Montero","Carlson Gracie Team"
"Master 3","Female","BROWN","Feather",3,"Jessica Lynn Cardwell","Fairfax Jiu Jitsu"
"Master 3","Female","BROWN","Light",1,"Leona Mansapit","Brasa CTA"
"Master 3","Female","BROWN","Light",2,"Kiele Pualani Wilson","GF Team"
"Master 3","Female","BROWN","Light",3,"Shannon P OGrady","Combat Arts Strength and Conditioning"
"Master 3","Female","BROWN","Light",3,"Marcia Yamada Palomba","Carlson Gracie Team"
"Master 3","Female","BROWN","Middle",1,"Alisha Varallo","Prime Jiu-Jitsu Center"
"Master 3","Female","BROWN","Middle",2,"Katherine Iris Griffin","Midcity MMA BJJ Revolution Team New Orleans"
"Master 3","Female","BROWN","Middle",3,"Lisamarie Garcia Rayzberg","Carlson Gracie Team"
"Master 3","Female","BROWN","Middle",3,"Andréa Pires de Assunção","Equipe Juquinha"
"Master 3","Female","BROWN","Medium Heavy",1,"Dow Noi Berarducci","Roberto Traven BJJ"
"Master 3","Female","BROWN","Medium Heavy",2,"Kristina Dean Youngquist","Vickery Jiu-Jitsu"
"Master 3","Female","BROWN","Medium Heavy",3,"Amy Linn Linsemier","Combat Base"
"Master 3","Female","BROWN","Medium Heavy",3,"Glenda Tandoc Corpuz","Atos Jiu-Jitsu"
"Master 3","Female","BROWN","Heavy",1,"Darlynn Chaicha Chang","Kore BJJ & MMA"
"Master 3","Female","BROWN","Heavy",2,"Nicole Urschinger","Art Of Flow Academy"
"Master 3","Female","BROWN","Heavy",3,"Olena Litovsky","Unified Jiu Jitsu"
"Master 3","Female","BROWN","Heavy",3,"Nicole Monae Hardin","Team James Clingerman"
"Master 3","Female","BROWN","Super Heavy",1,"Stacey Ann Councilman","Cassio Werneck BJJ"
"Master 3","Female","BROWN","Super Heavy",2,"Kristina M Vannest","BJJ Revolution Team"
"Master 3","Female","BROWN","Super Heavy",3,"Kassidy Ruth Riley","Zenith BJJ"
"Master 3","Female","BROWN","Super Heavy",3,"Amanda Lucas Hallikainen","Cascao Jiu-Jitsu"
"Master 3","Female","BROWN","Open Class",1,"Andréa Pires de Assunção","Equipe Juquinha"
"Master 3","Female","BROWN","Open Class",2,"Olena Litovsky","Unified Jiu Jitsu"
"Master 3","Female","BROWN","Open Class",3,"Kassidy Ruth Riley","Zenith BJJ"
"Master 3","Female","BROWN","Open Class",3,"Nicole Urschinger","Art Of Flow Academy"
"Master 3","Female","BLACK","Light Feather",1,"Sofia Rosa Amarante","JJ4L"
"Master 3","Female","BLACK","Light Feather",2,"Carla Franco","Barbosa Jiu-Jitsu"
"Master 3","Female","BLACK","Light Feather",3,"Linda  Lindström","Dynamix Fighting Sports"
"Master 3","Female","BLACK","Feather",1,"Patricia Alvares Pacheco","Maromba Academia"
"Master 3","Female","BLACK","Feather",2,"Deborah Luisa Gautier Meza","Atos Jiu-Jitsu"
"Master 3","Female","BLACK","Feather",3,"Yi LiuWilliams","MBCJJ - Mark Bradford Clube de Jiu-Jitsu"
"Master 3","Female","BLACK","Feather",3,"Olivia Aleida Shand","Carlson Gracie Team"
"Master 3","Female","BLACK","Light",1,"Milla Katriina Bahia","Alliance"
"Master 3","Female","BLACK","Light",2,"Heidi Renee Garwood","Carlson Gracie Team"
"Master 3","Female","BLACK","Light",3,"Kristi M Russell","Rodrigo Vaghi BJJ"
"Master 3","Female","BLACK","Light",3,"Patrícia de Oliveira Lage","Barbosa Jiu-Jitsu"
"Master 3","Female","BLACK","Middle",1,"Emily R Kwok","Princeton Brazilian Jiu-Jitsu"
"Master 3","Female","BLACK","Middle",2,"Elizabeth Jane Exell","Vilanova Brazilian Jiu-Jitsu"
"Master 3","Female","BLACK","Middle",3,"Denise Macêdo de Almeida Campos","CheckMat"
"Master 3","Female","BLACK","Middle",3,"Rachel Noelle Morrison","Zenith BJJ"
"Master 3","Female","BLACK","Medium Heavy",1,"Marion Elizabeth ReneauPerez","Unique Logic Jiu-Jitsu HQ"
"Master 3","Female","BLACK","Medium Heavy",2,"Laura Ann Heiman Martins","Paragon Brazilian Jiu Jitsu Austin"
"Master 3","Female","BLACK","Medium Heavy",3,"Patricia ThomasArchila","CheckMat"
"Master 3","Female","BLACK","Medium Heavy",3,"Christina Marie Nascimento","Marco Nascimento BJJ"
"Master 3","Female","BLACK","Heavy",1,"Sarah Gail Rice","Cary Brazilian Jiu-Jitsu"
"Master 3","Female","BLACK","Heavy",2,"Jenna Hulsey","Cleber Jiu-Jitsu Visalia"
"Master 3","Female","BLACK","Heavy",3,"Jennifer Lynn ZanottiFerrari","McVicker's Brazilian Jiu Jitsu"
"Master 3","Female","BLACK","Super Heavy",1,"Danuza Blanco","Lethal Team BJJ"
"Master 3","Female","BLACK","Super Heavy",2,"Ginger K Hines","Roberto Traven BJJ"
"Master 3","Female","BLACK","Super Heavy",3,"Amber Jo Clingerman","Zenith BJJ"
"Master 3","Female","BLACK","Open Class",1,"Marion Elizabeth ReneauPerez","Unique Logic Jiu-Jitsu HQ"
"Master 3","Female","BLACK","Open Class",2,"Rachel Noelle Morrison","Zenith BJJ"
"Master 3","Female","BLACK","Open Class",3,"Denise Macêdo de Almeida Campos","CheckMat"
"Master 3","Female","BLACK","Open Class",3,"Sarah Gail Rice","Cary Brazilian Jiu-Jitsu"
"Master 4","Female","BLUE","Light Feather",1,"Maria Gaudalupe Lopez","Aviv Jiu-Jitsu"
"Master 4","Female","BLUE","Light Feather",2,"Bobbie Jo Smith","Alliance"
"Master 4","Female","BLUE","Light Feather",3,"Ardra Yvette Hernandez","Cascao Jiu-Jitsu"
"Master 4","Female","BLUE","Light Feather",3,"Angela Christine May","Crazy 88"
"Master 4","Female","BLUE","Feather",1,"Brendi Lehua Sui Lan Kelii","Atos Jiu-Jitsu"
"Master 4","Female","BLUE","Feather",2,"Virginia Leonor Domínguez Lange","Carlson Gracie Team"
"Master 4","Female","BLUE","Feather",3,"Sophia Insun Cho","Ralph Gracie"
"Master 4","Female","BLUE","Light",1,"Nancy Ganadjian","Gracie Humaita"
"Master 4","Female","BLUE","Light",2,"Selma Cristina Bernardes","Cei Jiu-Jitsu International"
"Master 4","Female","BLUE","Light",3,"Rosa Hipolita McKinney","Gracie Barra"
"Master 4","Female","BLUE","Light",3,"Denise Marie RomeroRyan","Ralph Gracie"
"Master 4","Female","BLUE","Middle",1,"Amanda Leferink Hoffpauir","BJJ Revolution Team"
"Master 4","Female","BLUE","Middle",2,"Gwendelien Marie Blanken","Team Leites Stockholm"
"Master 4","Female","BLUE","Middle",3,"Alicia Margarete Schleuse","Level Up Brazilian Jiu-Jitsu"
"Master 4","Female","BLUE","Middle",3,"Maris Darlene Jones","GF Team"
"Master 4","Female","BLUE","Medium Heavy",1,"Tamara Maria Wolfe","Gracie Barra"
"Master 4","Female","BLUE","Medium Heavy",2,"Rebecca Anne Blissett","Pacific Top Team"
"Master 4","Female","BLUE","Medium Heavy",3,"Lisa Diane Pastoor","Cassio Werneck BJJ"
"Master 4","Female","BLUE","Heavy",1,"Nicole Danielle Sanchez","R1NG BJJ"
"Master 4","Female","BLUE","Heavy",2,"Jennifer Ann Chircop","Anchorage Brazilian Jiu Jitsu"
"Master 4","Female","BLUE","Heavy",3,"Gemma Bernadette Deocares Stevenson","VBros BJJ"
"Master 4","Female","BLUE","Super Heavy",1,"Michaelene Ann Bardo","St. Joseph Brazilian Jiu Jitsu"
"Master 4","Female","BLUE","Super Heavy",2,"Cidney Elise Doyle","Unique Logic Jiu-Jitsu HQ"
"Master 4","Female","BLUE","Super Heavy",3,"Cristina Ruiz","Cleber Jiu-Jitsu Visalia"
"Master 4","Female","BLUE","Super Heavy",3,"Kimberley Jean Nemethy","Gracie Barra"
"Master 4","Female","BLUE","Open Class",1,"Tamara Maria Wolfe","Gracie Barra"
"Master 4","Female","BLUE","Open Class",2,"Rosa Hipolita McKinney","Gracie Barra"
"Master 4","Female","BLUE","Open Class",3,"Jennifer Ann Chircop","Anchorage Brazilian Jiu Jitsu"
"Master 4","Female","PURPLE","Rooster",1,"Melissa Suro","Easton BJJ"
"Master 4","Female","PURPLE","Rooster",2,"Patricia Montenegro","Coachella Valley BJJ"
"Master 4","Female","PURPLE","Light Feather",1,"Gretchen Mary Piskura","Grappling Unlimited"
"Master 4","Female","PURPLE","Light Feather",2,"Ramona James Vida","Ralph Gracie"
"Master 4","Female","PURPLE","Light Feather",3,"Jenny Bernice Pomeroy","Kronos BJJ HQ"
"Master 4","Female","PURPLE","Light Feather",3,"Supak Chenhansa","AEG"
"Master 4","Female","PURPLE","Feather",1,"Kimberly Edwards Mardis","Gracie Barra"
"Master 4","Female","PURPLE","Feather",2,"Catherine A Alava","Carlson Gracie Team"
"Master 4","Female","PURPLE","Feather",3,"Linda Renee Chavez","Ares BJJ"
"Master 4","Female","PURPLE","Feather",3,"Andrea Zamora Villarreal","Patrick Almeida Jiu-Jitsu"
"Master 4","Female","PURPLE","Light",1,"Jan Combs","Relson Gracie"
"Master 4","Female","PURPLE","Light",2,"Laura Joffe Hendrickson","Gracie Barra"
"Master 4","Female","PURPLE","Light",3,"Seija Maria Niemela","CheckMat"
"Master 4","Female","PURPLE","Light",3,"Trine Jensen","Yogui Brazilian Jiu-Jitsu Academy"
"Master 4","Female","PURPLE","Middle",1,"Elena Marie Seiple","Las Vegas Atlas Grappling"
"Master 4","Female","PURPLE","Middle",2,"Aimee Coleen S Martinez","Ares BJJ"
"Master 4","Female","PURPLE","Middle",3,"Theresa Josie Cano","UFC Gym"
"Master 4","Female","PURPLE","Medium Heavy",1,"Wendy S Kuhn","GF Team"
"Master 4","Female","PURPLE","Medium Heavy",2,"Geeta Bhat","Cary Brazilian Jiu-Jitsu"
"Master 4","Female","PURPLE","Medium Heavy",3,"Kerry Colleen Conway","Brasa CTA"
"Master 4","Female","PURPLE","Medium Heavy",3,"Shelly Kay Jenkins","Brazilian Top Team"
"Master 4","Female","PURPLE","Heavy",1,"Lucianna C Ladislau","Aviv Jiu-Jitsu"
"Master 4","Female","PURPLE","Heavy",2,"Michelle Lynn Pepin","Zenith BJJ"
"Master 4","Female","PURPLE","Heavy",3,"Andrea Kaye Kasiborski","Six Blades Jiu-Jitsu"
"Master 4","Female","PURPLE","Super Heavy",1,"Heather Ann Wajer","Paragon Brazilian Jiu Jitsu Austin"
"Master 4","Female","PURPLE","Super Heavy",2,"Nikki K May","Nova União"
"Master 4","Female","PURPLE","Super Heavy",3,"Yamira Raisa Valdes","Zangief Jiu-Jitsu"
"Master 4","Female","PURPLE","Super Heavy",3,"Nina Jean Roseburrough","Atos Jiu-Jitsu"
"Master 4","Female","PURPLE","Open Class",1,"Heather Ann Wajer","Paragon Brazilian Jiu Jitsu Austin"
"Master 4","Female","PURPLE","Open Class",2,"Seija Maria Niemela","CheckMat"
"Master 4","Female","PURPLE","Open Class",3,"Andrea Kaye Kasiborski","Six Blades Jiu-Jitsu"
"Master 4","Female","BROWN","Light Feather",1,"Naarah N Hastings","Fredson Paixao BJJ Las Vegas"
"Master 4","Female","BROWN","Light Feather",2,"Giselle Marie Arross","Easton BJJ"
"Master 4","Female","BROWN","Light Feather",3,"Tina  Jacqueline Baba","Inverse"
"Master 4","Female","BROWN","Feather",1,"Erica Paige Grosjean","Guerrilla Jiu Jitsu"
"Master 4","Female","BROWN","Feather",2,"Brigitte Mondaca Escobar","Frontline Academy"
"Master 4","Female","BROWN","Feather",3,"Allison  Jaffe Haynes","RMNU Team"
"Master 4","Female","BROWN","Feather",3,"Michelle Sparacio","Carlson Gracie Team"
"Master 4","Female","BROWN","Light",1,"Darla L Sedlacek","Hurricane Jiu-Jitsu"
"Master 4","Female","BROWN","Light",2,"Minah Kae Suh","Alliance"
"Master 4","Female","BROWN","Light",3,"Pamela Ann Moye","MBCJJ - Mark Bradford Clube de Jiu-Jitsu"
"Master 4","Female","BROWN","Light",3,"Maria Charisma Evans","Zenith BJJ"
"Master 4","Female","BROWN","Middle",1,"Melissa Lozano","Six Blades Jiu-Jitsu"
"Master 4","Female","BROWN","Middle",2,"Ann Christine Dempsey","Vicente Jr. Team"
"Master 4","Female","BROWN","Middle",3,"Yoko Abe","Carpe Diem"
"Master 4","Female","BROWN","Middle",3,"Hnin Yi Thet","Evolve MMA"
"Master 4","Female","BROWN","Heavy",1,"Graciela Lara","Cleber Jiu-Jitsu Visalia"
"Master 4","Female","BROWN","Heavy",2,"Carmen Vega De Alencar","Six Blades Jiu-Jitsu"
"Master 4","Female","BROWN","Heavy",3,"Jennifer Lynn Vice","Gracie Barra"
"Master 4","Female","BROWN","Open Class",1,"Yoko Abe","Carpe Diem"
"Master 4","Female","BROWN","Open Class",2,"Melissa Lozano","Six Blades Jiu-Jitsu"
"Master 4","Female","BROWN","Open Class",3,"Michelle Sparacio","Carlson Gracie Team"
"Master 4","Female","BLACK","Light Feather",1,"Melinda Paguia Fausto","Nova União"
"Master 4","Female","BLACK","Light Feather",2,"Alicia Jeannette Marroquin","Rodrigo Freitas Brazilian Jiu-Jitsu"
"Master 4","Female","BLACK","Feather",1,"Stefanie Teresa Wallace","CheckMat"
"Master 4","Female","BLACK","Feather",2,"Jennisin Dominique Rosania Montemayor de Grimaldo","Atos Jiu-Jitsu"
"Master 4","Female","BLACK","Feather",3,"Tamalyn Megumi Fisher","CheckMat"
"Master 4","Female","BLACK","Feather",3,"Quincy Torres","Coalition 95"
"Master 4","Female","BLACK","Light",1,"Cynthia Dyann Hales","Roam and Fight / Sleeper Jiu-Jitsu"
"Master 4","Female","BLACK","Light",2,"Zareena May","Portal Brazilian Jiu-Jitsu"
"Master 4","Female","BLACK","Light",3,"Amy Fidelis","Easton BJJ"
"Master 4","Female","BLACK","Light",3,"Eseta L Reupenny","Relson Gracie"
"Master 4","Female","BLACK","Middle",1,"Jennifer Lynn Whitcomb","Six Blades Jiu-Jitsu"
"Master 4","Female","BLACK","Middle",2,"Marci Leeanne Zavala","Atos Jiu-Jitsu"
"Master 4","Female","BLACK","Middle",3,"Wanair Gaston Melo de Araujo","Six Blades Jiu-Jitsu"
"Master 4","Female","BLACK","Heavy",1,"Samantha B Freitas","R1NG BJJ"
"Master 4","Female","BLACK","Heavy",2,"Célia Regina Honorato de Oliveira","GF Team"
"Master 4","Female","BLACK","Heavy",3,"Christine May Ahola","Pacific Top Team"
"Master 4","Female","BLACK","Super Heavy",1,"Heather R Hart","Balance"
"Master 4","Female","BLACK","Super Heavy",2,"Melissa Lohsen","Gracie Fighter"
"Master 4","Female","BLACK","Open Class",1,"Samantha B Freitas","R1NG BJJ"
"Master 4","Female","BLACK","Open Class",2,"Célia Regina Honorato de Oliveira","GF Team"
"Master 4","Female","BLACK","Open Class",3,"Amy Fidelis","Easton BJJ"
"Master 4","Female","BLACK","Open Class",3,"Jennifer Lynn Whitcomb","Six Blades Jiu-Jitsu"
"Master 5","Female","BLUE","Rooster",1,"Chieko Mejia","Ares BJJ"
"Master 5","Female","BLUE","Rooster",2,"Maria Gretel Glicelina Tomita","Grappling Unlimited"
"Master 5","Female","BLUE","Rooster",3,"Rebecca Griffin Gore","CheckMat"
"Master 5","Female","BLUE","Rooster",3,"Wen Hui Ong","Serao Mixed Martial Arts"
"Master 5","Female","BLUE","Feather",1,"Donia Elise Spott","BJJ Revolution Team"
"Master 5","Female","BLUE","Feather",2,"Vikki Norma Georges","Portal Brazilian Jiu-Jitsu"
"Master 5","Female","BLUE","Feather",3,"Leticia Sandrock","Prime Jiu-Jitsu Center"
"Master 5","Female","BLUE","Feather",3,"Patricia de Lima","Gracie Barra"
"Master 5","Female","BLUE","Light",1,"Jennifer Victoria Fahey","Ares BJJ"
"Master 5","Female","BLUE","Light",2,"Andreia D Lima","Gracie Barra"
"Master 5","Female","BLUE","Middle",1,"Gisele Josephine Vaughn","Equipe Tsunami Brazilian Jiu-Jitsu"
"Master 5","Female","BLUE","Middle",2,"Lisa Marie Farrell","Gracie Barra"
"Master 5","Female","BLUE","Middle",3,"Tara Hansler","Renzo Gracie Houston"
"Master 5","Female","BLUE","Medium Heavy",1,"Kanokwan Gee","Milestone Martial Arts"
"Master 5","Female","BLUE","Medium Heavy",2,"Barbara Jean Rodriguez","GF Team"
"Master 5","Female","BLUE","Super Heavy",1,"Regina Eulalia Castro","TRUJITSU"
"Master 5","Female","BLUE","Open Class",1,"Jennifer Victoria Fahey","Ares BJJ"
"Master 5","Female","BLUE","Open Class",2,"Regina Eulalia Castro","TRUJITSU"
"Master 5","Female","BLUE","Open Class",3,"Donia Elise Spott","BJJ Revolution Team"
"Master 5","Female","PURPLE","Light Feather",1,"Yoko Kamata","Lapel Arts Jiu-Jitsu"
"Master 5","Female","PURPLE","Light Feather",2,"Tessa Jane Burrows","Jiu-Jitsu For Life Team"
"Master 5","Female","PURPLE","Light Feather",3,"Sonia Victoria Lastreto","Six Blades Jiu-Jitsu"
"Master 5","Female","PURPLE","Light Feather",3,"Carolann Gosnell","Alliance"
"Master 5","Female","PURPLE","Feather",1,"Gina E Mancuso","Logic"
"Master 5","Female","PURPLE","Feather",2,"Donna Susan Barth","TDBJJ"
"Master 5","Female","PURPLE","Feather",3,"Adina Gacosta Gonzales","T3MA"
"Master 5","Female","PURPLE","Light",1,"Tiffany Anne Storms","GF Team"
"Master 5","Female","PURPLE","Light",2,"Charmarie L Salazar","Smartjits"
"Master 5","Female","PURPLE","Middle",1,"Juliana FloresCasaus","Smartjits"
"Master 5","Female","PURPLE","Middle",2,"Carolyn Elizabeth Oros","Prime Jiu-Jitsu Center"
"Master 5","Female","PURPLE","Middle",3,"Siah Hwee Ing","Evolve MMA"
"Master 5","Female","PURPLE","Medium Heavy",1,"Deborah Lee Begg","TRUJITSU"
"Master 5","Female","PURPLE","Medium Heavy",2,"Maritza GuerreroFernandez","Alliance"
"Master 5","Female","PURPLE","Heavy",1,"Andrea Salles do Amaral Wiltshire","CheckMat"
"Master 5","Female","PURPLE","Open Class",1,"Deborah Lee Begg","TRUJITSU"
"Master 5","Female","PURPLE","Open Class",2,"Tiffany Anne Storms","GF Team"
"Master 5","Female","PURPLE","Open Class",3,"Andrea Salles do Amaral Wiltshire","CheckMat"
"Master 5","Female","BROWN","Light Feather",1,"Grace Yee","Evolve MMA"
"Master 5","Female","BROWN","Light Feather",2,"Wai Ping Cheung","Pablo Silva BJJ"
"Master 5","Female","BROWN","Feather",1,"Rene Grobecker","One Jiu-Jitsu USA"
"Master 5","Female","BROWN","Feather",2,"Lourdes Cantu","G13 BJJ USA"
"Master 5","Female","BROWN","Middle",1,"Dympna Helen Doherty","Marco Nascimento BJJ"
"Master 5","Female","BROWN","Middle",2,"KerriAnne Sullivan","Insight Brazilian Jiu-Jitsu"
"Master 5","Female","BROWN","Heavy",1,"Florencia Mae Britton","Anchorage Brazilian Jiu Jitsu"
"Master 5","Female","BROWN","Heavy",2,"Yvonne Morken","Undisputed Tucson"
"Master 5","Female","BROWN","Open Class",1,"Dympna Helen Doherty","Marco Nascimento BJJ"
"Master 5","Female","BROWN","Open Class",2,"Lourdes Cantu","G13 BJJ USA"
"Master 5","Female","BROWN","Open Class",3,"Stephanie J Sustercich","Black Arrow"
"Master 5","Female","BROWN","Open Class",3,"Yvonne Morken","Undisputed Tucson"
"Master 5","Female","BLACK","Feather",1,"Leslie J Gardineer","One Jiu-Jitsu USA"
"Master 5","Female","BLACK","Feather",2,"Danielle Sherri Cherdak","Gracie Barra"
"Master 5","Female","BLACK","Light",1,"Sonya M B Plavcan","Alliance"
"Master 5","Female","BLACK","Light",2,"Kelly Beech","Lula Family Brazilian Jiu-Jitsu"
"Master 5","Female","BLACK","Light",3,"Joan DeAgro","Renzo Gracie Academy"
"Master 5","Female","BLACK","Middle",1,"Jaqueline de Fatima Lima","Atos Jiu-Jitsu"
"Master 5","Female","BLACK","Middle",2,"Deanna Lynn Yohe","Gracie Barra"
"Master 5","Female","BLACK","Middle",3,"Michelle Lynne Wagner","One Jiu-Jitsu USA"
"Master 5","Female","BLACK","Open Class",1,"Sonya M B Plavcan","Alliance"
"Master 6","Female","BLUE","Feather",1,"Natasha Franks","Gracie Barra"
"Master 6","Female","BLUE","Feather",2,"Carol A Kaneshige","Renato Tavares Association"
"Master 6","Female","BLUE","Feather",3,"Denise Healy Endow","One Jiu-Jitsu USA"
"Master 6","Female","BLUE","Open Class",1,"Natasha Franks","Gracie Barra"
"Master 6","Female","BLUE","Open Class",2,"Denise Healy Endow","One Jiu-Jitsu USA"
"Master 6","Female","BLUE","Open Class",3,"Carol A Kaneshige","Renato Tavares Association"
"Master 6","Female","PURPLE","Light",1,"Makeda T Wubneh","Nova União"
"Master 6","Female","PURPLE","Medium Heavy",1,"Shelly Lynn Fisher","Gracie Morumbi"
"Master 6","Female","PURPLE","Super Heavy",1,"Rosangela Texeira da Silva","Renzo Gracie Academy"
"Master 6","Female","PURPLE","Open Class",1,"Shelly Lynn Fisher","Gracie Morumbi"
"Master 6","Female","PURPLE","Open Class",2,"Makeda T Wubneh","Nova União"
"Master 6","Female","PURPLE","Open Class",3,"Rosangela Texeira da Silva","Renzo Gracie Academy"
"Master 6","Female","BLACK","Light Feather",1,"Sue Ellen Ausman","Travis Lutter Brazilian Jiu-Jitsu"
